CourseCode,CourseName,Department,Duration,BlockType,Credits,GradeLevels,Prerequisites,IsAdvanced,Description,PeriodsRequired,WorkloadLevel
60404,AP® Physics C: Mechanics,Science,Full Year,Block,1,"11,12",45635,true,"AP® Physics C is a rigorous, calculus-based, second year physics course equivalent of the calculus based physics course usually taken during the first college year. Students will explore topics of motion, including rotational motion; work, energy, and power. Through inquiry-based learning, students will develop scientific critical thinking and reasoning skills. This course requires that 25 percent of the instructional time will be spent in hands-on laboratory work, with an emphasis on inquiry-based investigation that provides students with opportunities to apply the science practices.",1,5
60124,Astronomy and Meteorology,Science,Full Year,Block,0.5,"10,11,12",60064,false,"This course introduces fundamental principles of astronomy and meteorology, challenging students to think critically and analytically. Students will explore scientific theories, develop observational skills, and draw conclusions. Astronomy topics will include the origin and history of the universe, the formation of Earth and the moon, as well as the solar system and the sun. Meteorology subjects will encompass atmospheric composition, weather formation, and climate dynamics.",1,3
60064,Biology,Science,Full Year,Block,1,9,,false,"Biology is an academically challenging and balanced program that prepares students for college and career readiness. This course is a study of biochemistry, diversity of life, cell biology, genetics, and ecology. Students will hone abilities that drive scientific inquiry such as: design and carry out investigations, collect data, develop manipulative skills, analyze results, collaborate with peers and evaluate and communicate their findings. Investigations in class will be done in laboratory and virtual settings, making use of simulations and data bases.",1,3
60273,Chemistry,Science,Full Year,Block,1,"10,11,12","45061,60064",false,"This course is designed to introduce students to the basic principles of chemistry. Units of study include measurement, moles, atomic theory, periodicity, bonding and intermolecular forces, naming and formula writing, equations, stoichiometry, phase changes, gas laws, acids and bases. (Chemistry or Physics will fill your physical science graduation requirement)",1,3
60125,Ecology,Science,Full Year,Block,0.5,"10,11,12",60064,false,"Students will study scientific methods, relationships among organisms, energy and nutrient flow, evolution and adaptation of species, biomes & aquatic life zones, succession, and population dynamics.  Students will also understand the value of healthy ecosystems, human-caused environmental issues, wildlife management, and conservation.",1,3
60126,Geology,Science,Full Year,Block,0.5,"10,11,12",60064,false,"This course is an introduction to the geological processes of our planet. Students will learn about plate tectonics and the resulting features on Earth, as well as how weathering and erosion change landscapes.  Students will also learn the rock cycle and classification of minerals and rocks.",1,3
60370,IB Biology HL 1,Science,Full Year,Block,1,"11,12","60274,60273",false,"Students will study Cell Biology, Biochemistry, Genetics, Plant Science. Students have opportunities to design investigations, collect data, develop manipulative skills, analyze results, collaborate with peers and evaluate and communicate their findings. Students develop the skills to work independently on their own design, but also collegiately, including collaboration with schools in different regions, to mirror the way in which scientific research is conducted in the wider community.",1,3
60371S,IB Biology HL 2 (Skinny),Science,Full Year,Skinny,1,12,60370,false,"Students will study Natural Selection, Ecology, and Human Anatomy and Physiology. Students have opportunities to design investigations, collect data, develop manipulative skills, analyze results, collaborate with peers and evaluate and communicate their findings. Students develop the skills to work independently on their own design, but also collegiately, including collaboration with schools in different regions, to mirror the way in which scientific research is conducted in the wider community.",1,3
60397,IB Physics SL,Science,Full Year,Block,2,"11,12","45422,45392",false,"Topics covered in IB that are not covered in Physics or AP Physics include Nuclear, Light Waves and Optics, Magnetism, Electricity, Thermal, and Relativity. Since the presentation of the material emphasizes a mathematical approach, individuals should have strong math skills. Independent experimental research in an area of particular interest will be required.",1,3
60127,Marine Biology,Science,Full Year,Block,0.5,"10,11,12",60064,false,"This course explores the ocean and its inhabitants through the application of the scientific method, examining how contributors, institutions, and technological advancements have shaped the field. It covers the ocean's major topographical features, ocean and water properties, and their impact on species adaptations and distribution.  Major taxonomic groupings of aquatic organisms and the defining characteristics of each group is covered. The course also examines how aquatic conditions and human activities affect population changes, species declines, and how principles of aquatic biology can be applied to address global threats, conservation efforts, and the protection of aquatic ecosystems.",1,3
60303,Physics,Science,Full Year,Block,1,"10,11,12","45151,45121",false,"This course is a scientific study of motion, force, energy, waves, sound, and light. Students will develop a better understanding of the natural and physical world and introduce the student to the methods used in the sciences. (Chemistry or Physics will fill your physical science graduation requirement)",1,3
60520S,PLTW Biomedical Innovations (Skinny),Science,Full Year,Skinny,1,"11,12",,false,"In the final course of the PLTW Biomedical Science sequence, students build on the knowledge and skills gained from previous courses to design innovative solutions for the most pressing health challenges of the 21st century. Students address topics ranging from public health and biomedical engineering to clinical medicine and physiology. They have the opportunity to work on an independent design project with a mentor or advisor from a university, medical facility, or research institution.",1,3
60512,PLTW Human Body Systems,Science,Full Year,Block,1,"10,11,12",,false,"Students examine the interactions of human body systems as they explore identity, power, movement, protection, and homeostasis. Exploring science in action, students build organs and tissues on a skeletal ManikenR , use data acquisition software to monitor body functions such as muscle movement, reflex and voluntary action, and respiration, and take on the roles of biomedical professionals to solve real-world medical cases.",1,3
60519,PLTW Medical Interventions,Science,Full Year,Block,1,"11,12",,false,"From PLTW Biomedical Science Course Description: Students follow the life of a fictitious family as they investigate how to prevent, diagnose, and treat disease. Students explore how to detect and fight infection; screen and evaluate the code in human DNA; evaluate cancer treatment options; and prevail when the organs of the body begin to fail. Through real-world cases, students are exposed to a range of interventions related to immunology, surgery, genetics, pharmacology, medical devices, and diagnostics.",1,3
60517S,PLTW Principles of Biomedical Science (Skinny),Science,Full Year,Skinny,1,"9,10",,false,"In the introductory course of the PLTW Biomedical Science program, students explore concepts of biology and medicine to determine factors that led to the death of a fictitious person. While investigating the case, students examine autopsy reports, investigate medical history, and explore medical treatments that might have prolonged the person’s life. The activities and projects introduce students to human physiology, basic biology, medicine, and research processes while allowing them to design their own experiments to solve problems.",1,3
65337,AP® American Government and Politics,Social Studies,Full Year,Block,1,"10,11,12",,true,"This course explores the political theory and everyday practices that affect our government and shape our public policies. The main purpose of this course is to prepare students to pass the AP® U.S. Government and Politics Exam. The objectives of this course are to help students develop a critical understanding of strengths and weaknesses of the American political system, as well as their rights and responsibilities as citizens.",1,5
65337S,AP® American Government and Politics (Skinny),Social Studies,Full Year,Skinny,1,"10,11,12",,true,"This course explores the political theory and everyday practices that affect our government and shape our public policies. The main purpose of this course is to prepare students to pass the AP® U.S. Government and Politics Exam. The objectives of this course are to help students develop a critical understanding of strengths and weaknesses of the American political system, as well as their rights and responsibilities as citizens.",1,5
65050S,AP® Human Geography (Skinny),Social Studies,Full Year,Skinny,1,"9,10,11,12",,true,"Humanities or AP Human Geography is a graduation requirement and prerequisite for Social Studies classes for all Freshmen. AP Human Geography combines economic, social, and cultural geography to explore the relationships between humans and their natural environment, and to track the broad social patterns that shape human societies. Featuring communities around the world that are facing major socioeconomic change, this course helps students understand present-day events within the scope of clearly recognizable trends and realize the impact that government, corporate, and individual decisions may have on people and places near and far. The course is designed to meet or exceed the experience of an introductory one-semester college human geography course.",1,5
65155S,AP® Psychology (Skinny),Social Studies,Full Year,Skinny,1,"10,11,12",,true,"The AP® Psychology course is designed to introduce students to the systematic and scientific study of the behavior and mental processes of human beings and other animals. Essential questions: 1) What influences a person’s cognition, perception, and behavior? 2) What is the interaction of biology and experience on behavior? 3) What are theories of cognitive development?",1,5
65335,AP® U.S. History,Social Studies,Full Year,Block,2,"10,11,12",,true,"The AP® United States History course (1491-present) is designed to provide students with the analytic skills and factual knowledge necessary to deal critically with the problems and the materials in United States history. Students will learn to assess historical materials, their relevance to a given interpretive problem, reliability, and importance, and to weigh the evidence and interpretations presented in historical scholarship. Students will develop the skills necessary to arrive at conclusions on the basis of an informed judgment and to present reasons and evidence clearly and persuasively in essay format. This class encourages a high level of student engagement and involvement.",1,5
65094,AP® World History,Social Studies,Full Year,Block,1,"10,11,12",,true,"This class approaches history by analyzing the common threads of humanity- economics, politics, culture, social structure, and interaction-and it investigates how these items have changed and continued over time in different places throughout the world. The AP® World History course, which adopts the periodization approach to analyzing global events and interactions from approximately 1200 to the present (with prior context discussed), is designed to challenge students to become owners and creators of independent ideas by maintaining a student centered classroom environment. The long-term objective is for students to demonstrate an understanding of the big picture of world history and assist them in understanding the complexities of today’s global arena.",1,5
65273,Economics,Social Studies,Full Year,Block,0.5,"10,11,12",,false,"Understanding economics means thinking about how scarcity, or limited resources, requires us to make choices and evaluate our options. In this course, you will recognize examples of economics in your daily life. You will understand how the economic choices of larger groups, like businesses and governments, affect you and others. As you progress through the course, you will recognize that the cost of benefits of decision making will have an impact not only on the decision maker but also varying stakeholders. Students will gain insights into various economic concepts, including supply and demand, market equilibrium, consumer behavior, and macroeconomic principles like inflation, unemployment, and fiscal and monetary policy. The course’ s engaging content will stimulate student thinking well beyond high school.",1,3
65273S,Economics (Skinny),Social Studies,Full Year,Skinny,0.5,"10,11,12",,false,"Understanding economics means thinking about how scarcity, or limited resources, requires us to make choices and evaluate our options. In this course, you will recognize examples of economics in your daily life. You will understand how the economic choices of larger groups, like businesses and governments, affect you and others. As you progress through the course, you will recognize that the cost of benefits of decision making will have an impact not only on the decision maker but also varying stakeholders. Students will gain insights into various economic concepts, including supply and demand, market equilibrium, consumer behavior, and macroeconomic principles like inflation, unemployment, and fiscal and monetary policy. The course’ s engaging content will stimulate student thinking well beyond high school.",1,3
65529S,IB Anthropology HL 1 (Skinny),Social Studies,Full Year,Skinny,1,"11,12",,false,"This course will use comparative anthropology to explore culture and from multiple perspectives. Additionally, the class will explore the ethics of anthropology as well as underlying themes of society including social interactions, economics, power, symbolism, and globalization. Students will learn how the anthropologist works and will ultimately conduct an observation of their own. This course spans two years, but IB Anthropology can be taken as an independent course.",1,3
65531S,IB Anthropology HL 2 (Skinny),Social Studies,Full Year,Skinny,1,12,"65529S,65527S",false,"This course will use comparative anthropology to explore culture and from multiple perspectives. Additionally, the class will explore the ethics of anthropology as well as underlying themes of society including social interactions, economics, power, symbolism, and globalization. Students will learn how the anthropologist works and will ultimately conduct an observation of their own. This course spans two years, but IB Anthropology can be taken as an independent course.",1,3
65527S,IB Anthropology SL (Skinny),Social Studies,Full Year,Skinny,1,"11,12",,false,"This course will use comparative anthropology to explore culture and from multiple perspectives. Additionally, the class will explore the ethics of anthropology as well as underlying themes of society including social interactions, economics, power, symbolism, and globalization. Students will learn how the anthropologist works and will ultimately conduct an observation of their own. This course spans two years, but IB Anthropology can be taken as an independent course.",1,3
65514S,IB Economics HL 1 (Skinny),Social Studies,Full Year,Skinny,1,11,,false,"The IB Diploma Program standard level economics course aims to provide students with core knowledge of economics, encourage students to think critically about economics, promote an awareness and understanding of internationalism in economics and encourage students’ development as independent learners. Alongside the empirical observations of positive economics, students of the subject are asked to formulate normative questions and to recognize their own tendencies for bias. IB level courses are rigorous with academically challenging curriculum designed to prepare students for college-level work and life in a global society.",1,3
65515S,IB Economics HL 2 (Skinny),Social Studies,Full Year,Skinny,1,12,"65514S,65513S",false,"The IB Diploma Program economics higher level course aims to provide students with an extension of the core of knowledge learned in SL economics. HL Economics also encourages students to think critically about economics, promotes an awareness and understanding of internationalism in economics and encourages students’ development as independent learners. Alongside the empirical observations of positive economics, students of the subject are asked to formulate normative questions and to recognize their own tendencies for bias. IB level courses are rigorous with academically challenging curriculum designed to prepare students for college level work and life in a global society.",1,3
65513S,IB Economics SL (Skinny),Social Studies,Full Year,Skinny,1,"11,12",,false,"The IB Diploma Program standard level economics course aims to provide students with core knowledge of economics, encourage students to think critically about economics, promote an awareness and understanding of internationalism in economics and encourage students’ development as independent learners. Alongside the empirical observations of positive economics, students of the subject are asked to formulate normative questions and to recognize their own tendencies for bias. IB level courses are rigorous with academically challenging curriculum designed to prepare students for college-level work and life in a global society.",1,3
65510,IB Theory of Knowledge 1,Social Studies,Full Year,Block,0.5,"11,12",,false,"Students are to develop an understanding of critically examining knowledge; develop a critical capacity to evaluate beliefs and knowledge claims; make interdisciplinary connections; become aware of the interpretative nature of knowledge including personal and ideological biases; consider that knowledge may place responsibilities on the knower; understand the strengths and limitations of individual and cultural perspectives; and develop a concern for rigor in formulating knowledge claims and intellectual honesty. After completing TOK, students should be able to demonstrate an understanding of the strengths and limitations of the various ways of knowing and of the methods used in the different areas of knowledge; demonstrate a capacity to reason critically; and use oral and written language to formulate and communicate ideas clearly.",1,3
65510S,IB Theory of Knowledge 1 (Skinny),Social Studies,Full Year,Skinny,0.5,"11,12",,false,"Students are to develop an understanding of critically examining knowledge; develop a critical capacity to evaluate beliefs and knowledge claims; make interdisciplinary connections; become aware of the interpretative nature of knowledge including personal and ideological biases; consider that knowledge may place responsibilities on the knower; understand the strengths and limitations of individual and cultural perspectives; and develop a concern for rigor in formulating knowledge claims and intellectual honesty. After completing TOK, students should be able to demonstrate an understanding of the strengths and limitations of the various ways of knowing and of the methods used in the different areas of knowledge; demonstrate a capacity to reason critically; and use oral and written language to formulate and communicate ideas clearly.",1,3
65511,IB Theory of Knowledge 2,Social Studies,Full Year,Block,0.5,12,"65510,65510S",false,"Students are to develop an understanding of critically examining knowledge; develop a critical capacity to evaluate beliefs and knowledge claims; make interdisciplinary connections; become aware of the interpretative nature of knowledge including personal and ideological biases; consider that knowledge may place responsibilities on the knower; understand the strengths and limitations of individual and cultural perspectives; and develop a concern for rigor in formulating knowledge claims and intellectual honesty. After completing TOK, students should be able to demonstrate an understanding of the strengths and limitations of the various ways of knowing and of the methods used in the different areas of knowledge; demonstrate a capacity to reason critically; and use oral and written language to formulate and communicate ideas clearly.",1,3
65511S,IB Theory of Knowledge 2 (Skinny),Social Studies,Full Year,Skinny,0.5,12,"65510,65510S",false,"Students are to develop an understanding of critically examining knowledge; develop a critical capacity to evaluate beliefs and knowledge claims; make interdisciplinary connections; become aware of the interpretative nature of knowledge including personal and ideological biases; consider that knowledge may place responsibilities on the knower; understand the strengths and limitations of individual and cultural perspectives; and develop a concern for rigor in formulating knowledge claims and intellectual honesty. After completing TOK, students should be able to demonstrate an understanding of the strengths and limitations of the various ways of knowing and of the methods used in the different areas of knowledge; demonstrate a capacity to reason critically; and use oral and written language to formulate and communicate ideas clearly.",1,3
65045,Intro to the Humanities,Social Studies,Full Year,Block,1,9,,false,"Humanities or AP Human Geography is a graduation requirement and prerequisite for Social Studies classes for all Freshmen. Students in this course will be introduced to humanities topics including citizenship, state and federal government, economics, geography, history, psychology, and sociology. Students will also develop inquiry skills necessary to be college, career and life ready . This course is designed to be a springboard for student interests in Social Studies Courses. Successful completion of the course will meet the State of Wisconsin’s state and local government requirement and the civics exam requirement.",1,3
65045S,Intro to the Humanities (Skinny),Social Studies,Full Year,Skinny,1,9,,false,"Humanities or AP Human Geography is a graduation requirement and prerequisite for Social Studies classes for all Freshmen. Students in this course will be introduced to humanities topics including citizenship, state and federal government, economics, geography, history, psychology, and sociology. Students will also develop inquiry skills necessary to be college, career and life ready . This course is designed to be a springboard for student interests in Social Studies Courses. Successful completion of the course will meet the State of Wisconsin’s state and local government requirement and the civics exam requirement.",1,3
65092,Modern World History,Social Studies,Full Year,Block,1,"10,11,12",,false,"Modern World History is a survey of historical, geographical, and cultural factors, which influenced past and present civilizations. Students will study four main units based on themes: 1) The First Global Age, 2) A Changing World, 3) Crisis and Conflict, 4) Promises and Paradoxes. This course is geared towards helping prepare students for taking AP/IB courses. Students will engage in extensive primary source readings, critical thinking activities, and research writing activities. The final course project meets the requirements for National History Day, which occurs in early spring.",1,3
65153,Psychology,Social Studies,Full Year,Block,0.5,"10,11,12",,false,"Psychology is an elective that provides students with a background for first-year psychology college courses or Advanced Placement Psychology at OHS. Throughout the term, students examine the schools of psychological thought, learn to gather and interpret psychological research, analyze renowned experiments, explore and apply theories of personality and more. This course not only introduces the field of psychology to students as a legitimate behavioral social science, but it also facilitates personal growth and maturity. Topics covered include: History of Psychology, Biopsychology, Abnormal Psychology, and Social Psychology.",1,3
65243,Sociology,Social Studies,Full Year,Block,0.5,"10,11,12",,false,"Students will study society and social life and the causes and consequences of human behavior. Students will explore the origins of sociology, the major theoretical perspectives, culture, societal roles, inequality, deviance, and social change. The course will allow students to question the obvious and understand the social forces at work in our society.",1,3
65183,The Law,Social Studies,Full Year,Block,0.5,"10,11,12",,false,"The Law is designed to engage students in a critical examination of their legal responsibilities and rights. Students will explore constitutional law, criminal law, civil law, the trial system and the courts. The culminating activity of the course is participation in a mock trial.",1,3
65113,United States History,Social Studies,Full Year,Block,1,"10,11,12",,false,"Students in this course will, in a sense, become historians as they discover the United States from the onset of industrialization through to the present day. Our goals in this course are to develop critical thinking skills related to literacy; including reading, writing, questioning, research and argumentation.",1,3
70558,Advanced OCON Manufacturing,Technology & Engineering Education,Full Year,Block,1,"11,12","70561,70551",true,"Advanced Manufacturing is the capstone course in the manufacturing program. Students will develop advanced concepts and skills related to welding and machining. Topics include: blueprint reading and layout, welding and machining processes and procedures, and advanced construction techniques in fabrication.",1,5
70561,Advanced Welding,Technology & Engineering Education,Full Year,Block,1,"10,11,12",70500,true,"Students will further develop their skills in the field of welding with advanced weldments in the following processes: SMAW, GMAW and GTAW. Students will learn about non-destructive and destructive testing methods, along with welding defects. Students will learn how to read welding blueprints and apply their knowledge within the weld shop.",1,5
20621,Auto 1,Technology & Engineering Education,Full Year,Block,0.5,"10,11,12",,false,"A comprehensive course at basic level, auto 1 offers light/initial coverage of A1 through A8 ASE Areas. Auto 1 is the beginning level automotive class for students preparing for this field as an occupation or interested in gaining a higher level of automotive repair skill. This course presents a series of tasks each student is required to complete, from engine oil changes, light maintenance, brake service and servicing steering and suspension components. Students will be given opportunities to perform under realistic shop conditions on actual vehicles. In order for students to gain a greater understanding of the automobile, the engine and related systems will also be reviewed. Students must have a driver's license to enroll in the course as a sophomore.",1,3
20622,Auto 2,Technology & Engineering Education,Full Year,Block,0.5,"11,12","20621,20610",false,"This course addresses specifically ASE areas A6 - Electrical & Electronic Systems and A8 - Engine Performance Systems.. Auto 2 is designed to teach more about current and advanced technical systems used on modern vehicles. The units to be studied include ignition systems, on-board computers, port fuel injection, direct fuel injection, modern electronic and electrical systems, and emission control systems. Emphasis is placed on diagnosis and repair of starting and running problems, emissions testing and failures, as well as performing manufacturer’s recommended service procedures.",1,3
70279S,Aviation Exploration (Skinny),Technology & Engineering Education,Full Year,Skinny,1,"9,10,11,12",,false,"This course will provide the foundation for advanced exploration in the areas of flying and unmanned aircraft systems. Students will learn about engineering practices, problem-solving, and the innovations and technological developments that have made today’s aviation and aerospace industries possible. Students will also learn about the wide variety of exciting and rewarding careers available to them. The course will inspire students to consider aviation and aerospace careers while laying the foundation for continued study in future courses.",1,3
20610,Consumer Auto,Technology & Engineering Education,Full Year,Block,0.5,"10,11,12",,false,"This course is designed for students who would like to own and maintain a personal vehicle or small engine machine. This course covers basic car care, under hood inspection (fluids, belts, hoses), removing and replacing items (wiper blades, bulbs, fuses), cooling system maintenance, battery/charging system diagnosis, lubrication system maintenance, tire information, brake inspection, minor ignition system maintenance (spark plug, wires, firing order), car buying, car insurance, and service information. Students must have a driver's license to enroll in the course as a sophomore.",1,3
20612,Consumer Automotive - Female Only,Technology & Engineering Education,Full Year,Block,0.5,"10,11,12",,false,"This course is designed for students who would like to own and maintain a personal vehicle or small engine machine. This course covers basic car care, under hood inspection (fluids, belts, hoses), removing and replacing items (wiper blades, bulbs, fuses), cooling system maintenance, battery/charging system diagnosis, lubrication system maintenance, tire rotation and replacement, balancing and tire information, brake inspection, minor fuel system and ignition system maintenance (spark plugs, wires, fuel filters), car buying, car insurance, and service information. Students must have a driver's license to enroll in the course as a sophomore.",1,3
72012,Digital Media,Technology & Engineering Education,Full Year,Block,1,"10,11,12",,false,"Step into the future of communication! Digital Media is the dynamic first course in Oconomowoc High School’s Digital Communications Pathway, designed for curious and creative 10th–12th graders. Whether you're interested in social media, video production, design, or storytelling, this hands-on class gives you the tools to turn ideas into impactful digital content.",1,3
72507,Digital Productions,Technology & Engineering Education,Full Year,Block,0.5,"10,11,12","25042,25041",false,"This course offers experiences in the many careers available in production from editor, narrator/commentator, videographer, video and computer generated effects specialist, screenwriter/journalist and creative director. This is a 9-week course which can be taken several times throughout your time at OHS. This course allows you to focus on productions around the school for events, sports, clubs, announcements and so much more. You select your pathway during the course and focus your time solely on that career exploration selection.",1,3
70277,Drones in Aviation,Technology & Engineering Education,Full Year,Block,1,"11,12",,false,This course will educate students enough to pass the Level 1 Certification test on their journey to becoming a certified Surveyor. Students will also learn drone technology. Besides the obvious use of drones in our society they are starting to be used in surveying and other industrial applications. Students will ultimately earn a drone pilot’s license/certification to be able to legally fly drones.,1,3
70278S,Flight and Aircraft Systems (Skinny),Technology & Engineering Education,Full Year,Skinny,1,"10,11,12",70279S,false,"This course will introduce students to basic aircraft and UAS structures and their major components, principles of flight, and the fundamental physical laws affecting flight. Students will learn about basic aerodynamics and forces that act on aircraft in flight. This course will also introduce the main systems found on large and small airplanes and UAS.",1,3
70700,Industrial Design 1,Technology & Engineering Education,Full Year,Block,1,"9,10,11,12",,false,"Industrial designers create and develop concepts and designs that optimize the function, value, and appearance of products and systems for the mutual benefit of both user and manufacturer. Design sketching will be emphasized from Exploratory to Persuasion sketching. Students will learn one, two, and three-point perspective drawing. Students will learn to model in 3D CAD software Inventor and realize their designs by using rapid prototyping technology as well as hand modeling processes.",1,3
70702,Industrial Design 2,Technology & Engineering Education,Full Year,Block,1,"10,11,12",70700,false,Industrial Design 2 builds upon the skills learned in the foundation course. Students will complete more complex projects with a higher creativity level. Students will be able to develop more involved projects by using known software and equipment in the Fablab.,1,3
70145,Intro to Home Repair,Technology & Engineering Education,Full Year,Block,0.5,"9,10,11,12",,false,The Intro to Home Repair class will provide students an insight into general home maintenance and home repairs. This class will provide students with hands on opportunities while learning to make these repairs themselves. Construction techniques and tool use will be covered.,1,3
72594,Literature and Film Theory,Technology & Engineering Education,Full Year,Block,1,"11,12","25042,25041",false,"Literature & Film Theory is the study of perspectives, storytelling, events, and documented thoughts through film. Students will share ideas by using literary inspiration to bring their creations to life. Literature & Film Theory is designed to introduce students to the study of various techniques used to bring the written word to the screen. Students will study elements of film, which will be supported through the practice of writing for different audiences and purposes. Through this work, students will analyze multiple interpretations of story, drama, and films to evaluate how each version accomplishes its core message. Students will develop characters, include symbolism, and illustrate stories to connect to a variety of media and texts. Students produce original scripts and storyboards for each of their films. Students follow models for design and process for building productions within each genre of film. Films range in genre from simple beginnings to complex-organized ideas which allow all film makers to develop substantive topics and relevant material to be shared for a universal audience. Students analyze a variety of literature through the lens of an audience member, film producer, and critic specifically attentive to character traits and relationships, storyline and progression, reactions, and director techniques and decision making.",1,3
70210,OCONFab Lab,Technology & Engineering Education,Full Year,Block,1,"9,10,11,12",,false,"This course introduces students to rapid prototyping, laser engraving, and t-shirt production. Students will use programs like Adobe Illustrator and Autodesk Inventor to create their designs. Once students are trained on the various pieces of equipment they can use the fablab to make projects for other courses.",2,3
70210S,OCONFab Lab (Skinny),Technology & Engineering Education,Full Year,Skinny,1,"9,10,11,12",,false,"This course introduces students to rapid prototyping, laser engraving, and t-shirt production. Students will use programs like Adobe Illustrator and Autodesk Inventor to create their designs. Once students are trained on the various pieces of equipment they can use the fablab to make projects for other courses.",2,3
70500,OCONManufacturing 1,Technology & Engineering Education,Full Year,Block,1,"9,10,11,12",,false,"Students deciding to enter the manufacturing and welding field will receive instruction in shop safety, as well as the use and care of hand tools, power tools, machine tools and welding equipment.  Manufacturing methods are initiated with an introduction to machinery and material types, along with their basic applications. Students start with small metalworking projects, which lead to projects that are more complex.",1,3
70551,OCONManufacturing 2,Technology & Engineering Education,Full Year,Block,1,"10,11,12",70500,false,"Students receive instruction in and demonstrate skills and knowledge in machine safety, measuring tools, speeds and feeds, lathe operation, mill operation, pedestal grinder, various types of welding machines, cutting tools, and drill press operation as well as CNC plasma cutting and CNC machining. Students continue to receive instruction in safety requirements and demonstrate sound safety practices.",1,3
70280,Piloting and Weather,Technology & Engineering Education,Full Year,Block,1,"11,12",70278S,false,"This course will include topics such as: pilot and aircraft qualifications, principles of flight, aerodynamics, spin awareness, flight maneuvers, pre- and post-flight procedures, airport operations, regulations, safety, weather, aircraft systems, weight and balance, human factors, cockpit management, emergency procedures, night operations, aeronautical decision-making, cross-country flight planning, airspace, and other topics that help prepare students for the Federal Aviation Administration's Private Pilot written exam.",1,3
70302,PLTW Civil Engineering & Architecture,Technology & Engineering Education,Full Year,Block,1,"10,11,12",,false,This course introduces students to the world of civil engineering and architecture. Students will use Autodesk Revit to design/model a residential house and commercial building. Students may earn 3 undergrad college credits.,1,3
70567,PLTW Computer Integrated Manufacturing,Technology & Engineering Education,Full Year,Block,1,"10,11,12","70500,70372",false,"Manufactured items are part of everyday life, yet most students have not been introduced to the high-tech, innovative nature of modern manufacturing. This course illuminates the opportunities related to understanding manufacturing. At the same time, it teaches students about manufacturing processes, product design, robotics, and automation. Students may earn 3 undergrad college credits.",1,3
70413,PLTW Digital Electronics,Technology & Engineering Education,Full Year,Block,1,"11,12",,false,"From smartphones to appliances, digital circuits are all around us. This course provides a foundation for students who are interested in electrical engineering, electronics, or circuit design. Students study topics such as combinational and sequential logic and are exposed to circuit design tools used in industry, including logic gates, integrated circuits, and programmable logic devices. Students may earn 3 undergrad college credits. *This course is offered every two years on school years that begin in an odd year (2025-26, 2027-28, 2029-30, etc.)",1,3
70377,PLTW Engineering Design & Development,Technology & Engineering Education,Full Year,Block,1,"11,12","20150S,20125S,70413,70372,70373",false,"The knowledge and skills students acquire throughout PLTW Engineering and/or Computer Science classes come together in Engineering Design and Development as they identify an issue and then research, design, and test a solution, ultimately presenting their solution to a panel of engineers. Students apply the professional skills they have developed to document a design process to standards, completing Engineering Design and Development ready to take on any post-secondary program or career.",1,3
70372,PLTW Introduction to Engineering Design,Technology & Engineering Education,Full Year,Block,1,"9,10,11,12",,false,This course introduces students to the world of engineering. Students will learn how an engineer designs and builds an object. We will use Autodesk Inventor to create our designs. Students will have the opportunity to use the laser engraver and rapid prototyping machines. Students may earn 3 undergrad college credits.,1,3
70372S,PLTW Introduction to Engineering Design (Skinny),Technology & Engineering Education,Full Year,Skinny,1,"9,10,11,12",,false,This course introduces students to the world of engineering. Students will learn how an engineer designs and builds an object. We will use Autodesk Inventor to create our designs. Students will have the opportunity to use the laser engraver and rapid prototyping machines. Students may earn 3 undergrad college credits.,1,3
70373,PLTW Principles of Engineering,Technology & Engineering Education,Full Year,Block,1,"10,11,12",,false,"This course will engage and challenge students to explore a broad range of engineering topics, including mechanisms, the strength of structures and materials, and automation. Students may earn 3 undergrad college credits.",1,3
72520,Seminar Digital Communications,Technology & Engineering Education,Full Year,Block,2,"11,12","25042,25041",false,"Seminar Digital Communications is a semester-long capstone course that has students investigate real-world issues. SDC has three main parts: Camp IMPACT (field explorations to many local businesses), professional projects, and multimedia presentations. It is highly suggested for students to take Literature & Film Theory prior to Seminar Digital Communications or concurrently. This course may be taken concurrently with third English requirement.",1,3
20623,TC Auto 3,Technology & Engineering Education,Full Year,Block,1,12,20622,false,"Auto 3 is for the student who has an interest in pursuing a higher level of automotive repair skills or an automotive career. Emphasis is placed on the practical application of knowledge and the development of skills required of automotive technicians. A major portion of the course involves advanced work with new automotive technology covering ASE A1 through A8 at various levels. The career information phase of this course presents employment opportunities, post high school automotive education, certification of technicians, and procedures in gaining employment.",1,3
70131,TC Building Trades 1,Technology & Engineering Education,Full Year,Block,1,"9,10,11,12",,false,This course will introduce students to the construction industry. This course will teach students tool safety and rough carpentry residential construction skills. This is a project based learning course. This course follows the WCTC curriculum for Carpentry 1 (475-316).,1,3
70142,TC Building Trades 2,Technology & Engineering Education,Full Year,Block,1,"9,10,11,12",70131,false,This course is a continuation of Building Trades 1. Building Trades 2 will provide the students with skills in various finish carpentry trades. This course is a project based learning course. This course follows the WCTC curriculum for Carpentry 3 (475-318).,1,3
70143,TC Building Trades 3,Technology & Engineering Education,Full Year,Block,2,"11,12",70142,false,"Building Trades 3 is the Capstone course in the Building Trades sequence. The class will work with construction trades people on a student-built home and various community-based projects. While working on these projects, students will be applying skills that are in line with the apprenticeship skill standards. This course follows the WCTC curriculum for Intro to Building Trades (475-101) and extends beyond having students earn OSHA 30 certification.",1,3
